"Filename","Path","Lifetime Authors","Lifetime Changes","Line Count","Coverage Percentage","Id",""
"mod.js","/home/marczinusd/dev/moment/src/lib/utils/mod.js","1","2","3","-1","f2f740b6-a9e4-4751-8065-fcd9d74b2eca",""
"has-own-prop.js","/home/marczinusd/dev/moment/src/lib/utils/has-own-prop.js","1","2","3","-1","c0ba7e04-c29b-4c3c-ae7b-edea6694cba5",""
"deprecate.js","/home/marczinusd/dev/moment/src/lib/utils/deprecate.js","5","11","55","52.38095238095238","3adbed85-17f5-49ca-8c56-cafe83e18bb5",""
"is-undefined.js","/home/marczinusd/dev/moment/src/lib/utils/is-undefined.js","1","2","3","-1","cfa56b4a-a4ad-4102-b4d2-2d2ffcc6196c",""
"is-object.js","/home/marczinusd/dev/moment/src/lib/utils/is-object.js","1","3","5","-1","a6f11d75-d973-4aa7-846e-5ffc2ee15fc8",""
"compare-arrays.js","/home/marczinusd/dev/moment/src/lib/utils/compare-arrays.js","1","3","16","-1","71ede77c-b4b6-4432-afcd-dee9027f855c",""
"some.js","/home/marczinusd/dev/moment/src/lib/utils/some.js","1","2","19","-1","59a38e63-1349-44ad-8cd4-8aa9d1ee475f",""
"map.js","/home/marczinusd/dev/moment/src/lib/utils/map.js","1","2","7","-1","a25bc076-7074-46cc-864a-ac740570dc52",""
"abs-round.js","/home/marczinusd/dev/moment/src/lib/utils/abs-round.js","1","2","7","-1","d3ad3052-c27b-4265-99da-0bb2593638e4",""
"index-of.js","/home/marczinusd/dev/moment/src/lib/utils/index-of.js","1","2","18","-1","0126597e-8fc5-4228-9925-5de468920234",""
"keys.js","/home/marczinusd/dev/moment/src/lib/utils/keys.js","1","2","19","-1","994f86fe-b774-47ae-9255-ce03ddfaa862",""
"hour.js","/home/marczinusd/dev/moment/src/lib/units/hour.js","5","10","144","-1","5e6b2a99-960c-4a96-95eb-1f8989a026f6",""
"clone.js","/home/marczinusd/dev/moment/src/lib/moment/clone.js","1","3","5","-1","027336c1-cc31-4501-acd0-177c28ffc972",""
"moment.js","/home/marczinusd/dev/moment/src/lib/moment/moment.js","2","4","28","96.01510067114094","b1735cf2-8513-4b8c-aca2-548f876a4a51",""
"constants.js","/home/marczinusd/dev/moment/src/lib/units/constants.js","1","4","9","-1","b652ab1a-b4aa-4391-97e7-3a1824b0d4c5",""
"week.js","/home/marczinusd/dev/moment/src/lib/units/week.js","2","5","67","-1","fce1afa0-4bdc-4858-9bc2-21fc2309ea9d",""
