"Filename","Path","Lifetime Authors","Lifetime Changes","Line Count","Coverage Percentage","Id",""
"babel.config.js","/home/marczinusd/dev/react/babel.config.js","1","2","27","-1","2bfb2260-bb69-4283-8997-acd2cf1421f7",""
"sanitizeURL.js","/home/marczinusd/dev/react/packages/react-dom/src/shared/sanitizeURL.js","3","7","46","-1","f6dac249-1afd-4d72-8c7e-e02969d6252e",""
"checkReact.js","/home/marczinusd/dev/react/packages/react-dom/src/shared/checkReact.js","3","9","17","-1","2bf51842-ca88-47aa-91f1-7f91571fbb4c",""
"assertValidProps.js","/home/marczinusd/dev/react/packages/react-dom/src/shared/assertValidProps.js","7","17","62","-1","1492d072-71dd-4baa-897a-0dac1ed85122",""
"isCustomComponent.js","/home/marczinusd/dev/react/packages/react-dom/src/shared/isCustomComponent.js","3","7","33","-1","78e147c6-2287-4559-a7ed-07ea13ce5ecb",""
"DOMProperty.js","/home/marczinusd/dev/react/packages/react-dom/src/shared/DOMProperty.js","15","41","625","-1","3ca94052-9029-4115-8bad-4e36bd231790",""
"ReactDOMInvalidARIAHook.js","/home/marczinusd/dev/react/packages/react-dom/src/shared/ReactDOMInvalidARIAHook.js","5","16","118","-1","87b9a1c9-01dd-4ba1-969f-6651c01ac9ca",""
"CSSProperty.js","/home/marczinusd/dev/react/packages/react-dom/src/shared/CSSProperty.js","4","8","80","-1","9c4fb988-f7e1-4afe-b231-e959a24504df",""
"ReactDOMNullInputValuePropHook.js","/home/marczinusd/dev/react/packages/react-dom/src/shared/ReactDOMNullInputValuePropHook.js","5","16","35","-1","644a0b5d-0dda-4342-ad00-dce21b909efb",""
"CSSPropertyOperations.js","/home/marczinusd/dev/react/packages/react-dom/src/shared/CSSPropertyOperations.js","8","20","158","-1","a0dbab61-deaa-4265-9f38-64a3975548ea",""
"ReactControlledValuePropTypes.js","/home/marczinusd/dev/react/packages/react-dom/src/shared/ReactControlledValuePropTypes.js","7","21","57","-1","39101ac1-3d61-40c5-9b88-52d636d5f18a",""
