"Filename","Path","Lifetime Authors","Lifetime Changes","Line Count","Coverage Percentage","Id",""
"ReactOwner.js","/home/marczinusd/dev/react/src/renderers/shared/stack/reconciler/ReactOwner.js","5","11","133","-1","9394f38e-f86e-4379-8ec4-a8510216544a",""
"ReactSimpleEmptyComponent.js","/home/marczinusd/dev/react/src/renderers/shared/stack/reconciler/ReactSimpleEmptyComponent.js","3","7","49","-1","329e8bbd-fe09-46f0-bc97-d5583ea257aa",""
"CallbackQueue.js","/home/marczinusd/dev/react/src/renderers/shared/stack/reconciler/CallbackQueue.js","6","9","106","-1","b9f66f7b-17ed-4a23-b453-0012687fcacd",""
"ReactMultiChild.js","/home/marczinusd/dev/react/src/renderers/shared/stack/reconciler/ReactMultiChild.js","6","20","544","-1","6709d4fd-d6fe-43a0-b4d7-78be3e09b34f",""
"Fixture.js","/home/marczinusd/dev/react/fixtures/dom/src/components/Fixture.js","3","4","22","-1","2efce888-f674-496c-86f0-66405366fdf9",""
"ReactPortal.js","/home/marczinusd/dev/react/src/renderers/shared/fiber/isomorphic/ReactPortal.js","4","6","49","-1","0e43004d-4f1e-4758-a16b-d9dd6ca5a203",""
"App.js","/home/marczinusd/dev/react/fixtures/dom/src/components/App.js","4","5","18","-1","9db82cf5-b051-4dab-964b-5340d691952d",""
"propTypes.js","/home/marczinusd/dev/react/fixtures/dom/src/components/propTypes.js","3","5","15","-1","8686f061-af9b-435f-bbdc-8815c4343493",""
"build.js","/home/marczinusd/dev/react/fixtures/packaging/systemjs-builder/prod/build.js","1","2","12","-1","e2968165-2dab-4932-9e80-00da769bb126",""
"input.js","/home/marczinusd/dev/react/fixtures/packaging/systemjs-builder/prod/input.js","3","4","7","-1","40d553ac-63e7-4b46-b0e2-e9c3e67e83f2",""
"config.js","/home/marczinusd/dev/react/fixtures/packaging/webpack/dev/config.js","1","2","11","-1","0723052f-3d16-4729-8b33-93da913f1a4b",""
"input.js","/home/marczinusd/dev/react/fixtures/packaging/webpack/dev/input.js","3","4","7","-1","6f84ba61-1ca1-4a2f-b426-9fb097ad10f0",""
"config.js","/home/marczinusd/dev/react/fixtures/packaging/webpack/prod/config.js","2","3","19","-1","8a4ebcfe-45ab-4c13-8253-b19ec61a67e5",""
"input.js","/home/marczinusd/dev/react/fixtures/packaging/webpack/prod/input.js","3","4","7","-1","c30048dc-060c-464c-8d3c-a3f8d166e24d",""
"App.js","/home/marczinusd/dev/react/fixtures/ssr/src/components/App.js","2","3","17","-1","64d3b778-1659-4851-8530-70e63da0c154",""
"config.js","/home/marczinusd/dev/react/fixtures/packaging/systemjs-builder/prod/config.js","1","2","6","-1","dfec46b4-2da3-4f96-aeaf-8ae8b641f705",""
"Page.js","/home/marczinusd/dev/react/fixtures/ssr/src/components/Page.js","2","3","24","-1","d7699b92-6e6f-441f-9485-bb632366926b",""
"ReactNoopUpdateQueue.js","/home/marczinusd/dev/react/src/isomorphic/modern/class/ReactNoopUpdateQueue.js","9","14","110","-1","7942e4b7-3ffb-42a1-9b67-26eee56e1bfd",""
"ReactBaseClasses.js","/home/marczinusd/dev/react/src/isomorphic/modern/class/ReactBaseClasses.js","5","8","168","-1","458d9a9a-4548-4c44-9519-4498b8a0297d",""
"ReactElementValidator.js","/home/marczinusd/dev/react/src/isomorphic/classic/element/ReactElementValidator.js","16","49","326","-1","2aa1153b-a237-4b4d-a147-0a89b3e481e2",""
"ReactElement.js","/home/marczinusd/dev/react/src/isomorphic/classic/element/ReactElement.js","23","55","381","-1","53bf4e2c-05ba-4dac-9ed8-dc7bceb82308",""
"ReactCurrentOwner.js","/home/marczinusd/dev/react/src/isomorphic/classic/element/ReactCurrentOwner.js","5","7","30","-1","b156dbae-f832-4ff0-bc18-1cdbfc6695da",""
"ReactDebugCurrentFrame.js","/home/marczinusd/dev/react/src/isomorphic/classic/element/ReactDebugCurrentFrame.js","4","14","28","-1","c096df95-fcdc-433c-8228-165f23bf28c1",""
"ReactDOMFiberComponent.js","/home/marczinusd/dev/react/src/renderers/dom/fiber/ReactDOMFiberComponent.js","22","77","1192","-1","7690db3e-82e0-4dd9-a299-95a9bf16bc4b",""
"Chrome.js","/home/marczinusd/dev/react/fixtures/ssr/src/components/Chrome.js","2","3","29","-1","ef4ce7aa-8d87-4edc-a261-6c0e8452c3c0",""
"input.js","/home/marczinusd/dev/react/fixtures/packaging/systemjs-builder/dev/input.js","3","4","7","-1","dfc7beb7-cb63-4189-a3f5-ed0a566ce5f1",""
"build.js","/home/marczinusd/dev/react/fixtures/packaging/systemjs-builder/dev/build.js","1","2","12","-1","1a06ff89-6aeb-4579-9bf6-8e7d672b0fbe",""
"config.js","/home/marczinusd/dev/react/fixtures/packaging/systemjs-builder/dev/config.js","1","2","6","-1","f7374606-dce2-4631-98f9-542e7f3fe726",""
"FixtureSet.js","/home/marczinusd/dev/react/fixtures/dom/src/components/FixtureSet.js","3","4","26","-1","d70a8ec1-ee63-42e1-971b-179d3e968a6c",""
"Header.js","/home/marczinusd/dev/react/fixtures/dom/src/components/Header.js","5","11","84","-1","442ab394-963c-4417-878b-10cb8a4f7102",""
"IssueList.js","/home/marczinusd/dev/react/fixtures/dom/src/components/IssueList.js","1","2","26","-1","a9fc7f87-ea13-4d27-8adf-75199d7d44bc",""
"input.js","/home/marczinusd/dev/react/fixtures/packaging/browserify/dev/input.js","3","4","7","-1","2071ed8a-98d5-4777-bd1d-52c90d75e055",""
"input.js","/home/marczinusd/dev/react/fixtures/packaging/browserify/prod/input.js","3","4","7","-1","0c413980-9439-4785-9aed-2dfd425c8469",""
"config.js","/home/marczinusd/dev/react/fixtures/packaging/rjs/dev/config.js","1","2","10","-1","f77a25b9-ebf4-443f-8e3f-9f4e7c7db36f",""
"input.js","/home/marczinusd/dev/react/fixtures/packaging/rjs/dev/input.js","3","4","6","-1","db563e15-1618-4323-a391-e3fc17fce609",""
"config.js","/home/marczinusd/dev/react/fixtures/packaging/rjs/prod/config.js","1","2","10","-1","5882e66c-0f98-4571-8527-df976b35d263",""
"input.js","/home/marczinusd/dev/react/fixtures/packaging/rjs/prod/input.js","3","4","6","-1","a35d300f-fec9-4b1a-a3ab-f209298a9098",""
"config.js","/home/marczinusd/dev/react/fixtures/packaging/brunch/dev/config.js","1","2","10","-1","de9fd591-db79-4658-bb06-9141d9db7911",""
