"Filename","Path","Lifetime Authors","Lifetime Changes","Line Count","Coverage Percentage","Id",""
"gulpfile.js","/home/marczinusd/dev/react/gulpfile.js","1","4","56","-1","376a6804-09b4-4da8-8ff3-129049817ea0",""
"ReactDOMIDOperations.js","/home/marczinusd/dev/react/src/renderers/dom/client/ReactDOMIDOperations.js","5","9","99","-1","b08df63d-b06b-4444-856d-b1d9bd379a7f",""
"ReactDOMSelection.js","/home/marczinusd/dev/react/src/renderers/dom/client/ReactDOMSelection.js","3","4","227","-1","a609a32e-e604-4a68-8d6f-af753f2d5f04",""
"findDOMNode.js","/home/marczinusd/dev/react/src/renderers/dom/client/findDOMNode.js","3","5","65","-1","cd904232-0772-4a92-aed1-27e30d7b9af0",""
"validateDOMNesting.js","/home/marczinusd/dev/react/src/renderers/dom/client/validateDOMNesting.js","3","4","432","-1","64c1201a-7175-4514-ab37-168b221e52fb",""
"ReactBrowserEventEmitter.js","/home/marczinusd/dev/react/src/renderers/dom/client/ReactBrowserEventEmitter.js","5","8","382","-1","be4a4416-28ab-48a7-8686-eedf8823139f",""
"DOMPropertyOperations.js","/home/marczinusd/dev/react/src/renderers/dom/shared/DOMPropertyOperations.js","7","11","257","-1","7e3758b6-6329-4daf-8a42-ff10cecef7b3",""
"ReactInjection.js","/home/marczinusd/dev/react/src/renderers/dom/shared/ReactInjection.js","3","4","38","-1","4c4cbc56-ae88-499c-a434-59944853bed4",""
"HTMLDOMPropertyConfig.js","/home/marczinusd/dev/react/src/renderers/dom/shared/HTMLDOMPropertyConfig.js","13","14","235","-1","8282c645-609e-464a-86f5-ac9da4f794f6",""
"ReactDOMFeatureFlags.js","/home/marczinusd/dev/react/src/renderers/dom/shared/ReactDOMFeatureFlags.js","1","2","18","-1","6801f36c-7c7d-4323-acad-4c5c745786fc",""
"ClientReactRootIndex.js","/home/marczinusd/dev/react/src/renderers/dom/client/ClientReactRootIndex.js","2","3","23","-1","5a49caa7-4fe2-4cee-9c21-395f2a11a66f",""
"dangerousStyleValue.js","/home/marczinusd/dev/react/src/renderers/dom/shared/dangerousStyleValue.js","1","2","56","-1","03a834f7-6001-4e89-b95c-7f7dfc515c4d",""
"ReactBrowserComponentMixin.js","/home/marczinusd/dev/react/src/renderers/dom/shared/ReactBrowserComponentMixin.js","3","4","41","-1","170fde67-0bce-493d-b899-f7b62a74f2a3",""
"ReactDefaultInjection.js","/home/marczinusd/dev/react/src/renderers/dom/shared/ReactDefaultInjection.js","4","14","112","-1","b8833c88-9c89-4c5f-8e3e-124359717670",""
